species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup_status
Sphenomeris_clavata,rps4,HQ157332,486,Sphenomeris clavata (L.) Maxon,Sphenomeris clavata (L.) Maxon,866271,in
Sphenomeris_clavata,trnL-trnF,GU478729,457,Sphenomeris clavata (L.) Maxon,Sphenomeris clavata (L.) Maxon,866271,in
Spicantopsis_amabilis,rbcL,AB040544,1278,Spicantopsis amabilis Nakai,Struthiopteris amabilis (Makino) Ching,120687,in
Spicantopsis_hancockii,rbcL,AB040556,1259,Spicantopsis hancockii (Hance) Masam.,Struthiopteris hancockii (Hance) Tagawa,120698,in
Spicantopsis_niponica,rbcL,AB575051,1205,Spicantopsis niponica (Kunze) Nakai,Struthiopteris nipponica (Kunze) Nakai,872459,in
Stegnogramma_aspidioides,matK,MN159401,1307,Stegnogramma aspidioides Blume,Stegnogramma aspidioides Blume,2713459,in
Stegnogramma_aspidioides,rbcL,MN159434,1326,Stegnogramma aspidioides Blume,Stegnogramma aspidioides Blume,2713459,in
Stegnogramma_aspidioides,trnL-trnF,MN159500,862,Stegnogramma aspidioides Blume,Stegnogramma aspidioides Blume,2713459,in
Stegnogramma_dictyoclinoides,matK,MN159400,1303,Stegnogramma dictyoclinoides Ching,Stegnogramma dictyoclinoides,2713254,in
Stegnogramma_dictyoclinoides,rbcL,MN159433,1326,Stegnogramma dictyoclinoides Ching,Stegnogramma dictyoclinoides,2713254,in
Stegnogramma_dictyoclinoides,trnL-trnF,MN159499,801,Stegnogramma dictyoclinoides Ching,Stegnogramma dictyoclinoides,2713254,in
Stegnogramma_griffithii,plastome,MT130604,67067,Stegnogramma griffithii (T. Moore) K. Iwats.,Stegnogramma griffithii (Mett.) K.Iwats.,173876,in
Stegnogramma_mingchegensis,matK,MN159399,1307,Stegnogramma mingchegensis (Ching) X. C. Zhang & L. J. He,Stegnogramma mingchegensis (Ching) X.C.Zhang & L.J.He,1132571,in
Stegnogramma_mingchegensis,rbcL,MN159432,1296,Stegnogramma mingchegensis (Ching) X. C. Zhang & L. J. He,Stegnogramma mingchegensis (Ching) X.C.Zhang & L.J.He,1132571,in
Stegnogramma_mingchegensis,trnL-trnF,MN159498,860,Stegnogramma mingchegensis (Ching) X. C. Zhang & L. J. He,Stegnogramma mingchegensis (Ching) X.C.Zhang & L.J.He,1132571,in
Stegnogramma_sagittifolia,plastome,KY427357,67084,Stegnogramma sagittifolia (Ching) L. J. He & X. C. Zhang,Stegnogramma sagittifolia (Ching) L.J.He & X.C.Zhang,1132989,in
Stegnogramma_wilfordii,matK,MN159397,1308,Stegnogramma wilfordii (Hook.) Seriz.,Stegnogramma wilfordii (Hook.) Seriz.,85335,in
Stegnogramma_wilfordii,rbcL,MN159431,1268,Stegnogramma wilfordii (Hook.) Seriz.,Stegnogramma wilfordii (Hook.) Seriz.,85335,in
Stegnogramma_wilfordii,trnL-trnF,MN159496,862,Stegnogramma wilfordii (Hook.) Seriz.,Stegnogramma wilfordii (Hook.) Seriz.,85335,in
Steiropteris_clypeolutata,atpA,EF463878,1506,Steiropteris clypeolutata (Desv.) Pic. Serm.,Steiropteris clypeolutata (Desv.) Pic.Serm.,449891,in
Steiropteris_clypeolutata,atpB,EF463538,1183,Steiropteris clypeolutata (Desv.) Pic. Serm.,Steiropteris clypeolutata (Desv.) Pic.Serm.,449891,in
Steiropteris_clypeolutata,rbcL,EF463282,1308,Steiropteris clypeolutata (Desv.) Pic. Serm.,Steiropteris clypeolutata (Desv.) Pic.Serm.,449891,in
Steiropteris_comosa,rps4,KT805123,556,Steiropteris comosa (C. V. Morton) Salino & T. E. Almeida,Steiropteris comosa (C.V.Morton) Salino & T.E.Almeida,1729525,in
Steiropteris_comosa,rps4-trnS,KT805123,542,Steiropteris comosa (C. V. Morton) Salino & T. E. Almeida,Steiropteris comosa (C.V.Morton) Salino & T.E.Almeida,1729525,in
Steiropteris_comosa,trnL-trnF,KT805057,837,Steiropteris comosa (C. V. Morton) Salino & T. E. Almeida,Steiropteris comosa (C.V.Morton) Salino & T.E.Almeida,1729525,in
Steiropteris_decussata,rbcL,MW138275,1309,Steiropteris decussata (L.) A. R. Sm.,Steiropteris decussata var. decussata,2781730,in
Steiropteris_decussata,rps4,KT805124,506,Steiropteris decussata (L.) A. R. Sm.,Steiropteris decussata (L.) A.R.Sm.,1729526,in
Steiropteris_decussata,rps4-trnS,KT805124,542,Steiropteris decussata (L.) A. R. Sm.,Steiropteris decussata (L.) A.R.Sm.,1729526,in
Steiropteris_decussata,trnL-trnF,KT805058,839,Steiropteris decussata (L.) A. R. Sm.,Steiropteris decussata (L.) A.R.Sm.,1729526,in
Steiropteris_gardneriana,rps4,KT805125,549,Steiropteris gardneriana (Baker) Pic. Serm.,Steiropteris gardneriana (Baker) Pic.Serm.,1729527,in
Steiropteris_gardneriana,rps4-trnS,KT805125,533,Steiropteris gardneriana (Baker) Pic. Serm.,Steiropteris gardneriana (Baker) Pic.Serm.,1729527,in
Steiropteris_gardneriana,trnL-trnF,KT805059,813,Steiropteris gardneriana (Baker) Pic. Serm.,Steiropteris gardneriana (Baker) Pic.Serm.,1729527,in
Steiropteris_glandulosa,atpA,EF463882,1506,Steiropteris glandulosa (Desv.) Pic. Serm.,Steiropteris glandulosa (Desv.) Pic.Serm.,449895,in
Steiropteris_glandulosa,atpB,EF463542,1278,Steiropteris glandulosa (Desv.) Pic. Serm.,Steiropteris glandulosa (Desv.) Pic.Serm.,449895,in
Steiropteris_glandulosa,rbcL,EF463286,1308,Steiropteris glandulosa (Desv.) Pic. Serm.,Steiropteris glandulosa (Desv.) Pic.Serm.,449895,in
Steiropteris_hatschbachii,rps4,KT805126,539,Steiropteris hatschbachii (A. R. Sm.) Salino & T. E. Almeida,Steiropteris hatschbachii (A.R.Sm.) Salino & T.E.Almeida,1729528,in
Steiropteris_hatschbachii,rps4-trnS,KT805126,607,Steiropteris hatschbachii (A. R. Sm.) Salino & T. E. Almeida,Steiropteris hatschbachii (A.R.Sm.) Salino & T.E.Almeida,1729528,in
Steiropteris_hatschbachii,trnL-trnF,KT805060,545,Steiropteris hatschbachii (A. R. Sm.) Salino & T. E. Almeida,Steiropteris hatschbachii (A.R.Sm.) Salino & T.E.Almeida,1729528,in
Steiropteris_leprieurii,matK,MN159429,1297,Steiropteris leprieurii (Hook.) Pic. Serm.,Steiropteris leprieurii (Hook.) Pic.Serm.,174660,in
Steiropteris_leprieurii,rbcL,MN159460,1326,Steiropteris leprieurii (Hook.) Pic. Serm.,Steiropteris leprieurii (Hook.) Pic.Serm.,174660,in
Steiropteris_pennellii,atpB,MN781284,898,Steiropteris pennellii (A. R. Sm.) Salino & T. E. Almeida,Steiropteris pennellii (A.R.Sm.) Salino & T.E.Almeida,2757999,in
Steiropteris_pennellii,rbcL,MN781324,1146,Steiropteris pennellii (A. R. Sm.) Salino & T. E. Almeida,Steiropteris pennellii (A.R.Sm.) Salino & T.E.Almeida,2757999,in
Steiropteris_pennellii,rps4,MN781394,531,Steiropteris pennellii (A. R. Sm.) Salino & T. E. Almeida,Steiropteris pennellii (A.R.Sm.) Salino & T.E.Almeida,2757999,in
Steiropteris_pennellii,rps4-trnS,MN781394,129,Steiropteris pennellii (A. R. Sm.) Salino & T. E. Almeida,Steiropteris pennellii (A.R.Sm.) Salino & T.E.Almeida,2757999,in
Steiropteris_polypodioides,rps4,KT805128,554,Steiropteris polypodioides (Raddi) Salino & T. E. Almeida,Steiropteris polypodioides (Raddi) Salino & T.E.Almeida,1729529,in
Steiropteris_polypodioides,rps4-trnS,KT805128,452,Steiropteris polypodioides (Raddi) Salino & T. E. Almeida,Steiropteris polypodioides (Raddi) Salino & T.E.Almeida,1729529,in
Steiropteris_seemannii,rbcL,MW138116,1309,Steiropteris seemannii (J. Sm.) Salino & T. E. Almeida,Steiropteris seemannii (J.Sm.) Salino & T.E.Almeida,449909,in
Steiropteris_valdepilosa,rps4,KT805129,556,Steiropteris valdepilosa (Baker) Pic. Serm.,Steiropteris valdepilosa (Baker) Pic.Serm.,1729530,in
Steiropteris_valdepilosa,rps4-trnS,KT805129,530,Steiropteris valdepilosa (Baker) Pic. Serm.,Steiropteris valdepilosa (Baker) Pic.Serm.,1729530,in
Steiropteris_valdepilosa,trnL-trnF,KT805062,810,Steiropteris valdepilosa (Baker) Pic. Serm.,Steiropteris valdepilosa (Baker) Pic.Serm.,1729530,in
Stenochlaena_milnei,rbcL,AF425104,1320,Stenochlaena milnei Underw.,Stenochlaena milnei Underw.,173907,in
Stenochlaena_milnei,rps4,AF425157,479,Stenochlaena milnei Underw.,Stenochlaena milnei Underw.,173907,in
Stenochlaena_milnei,rps4-trnS,AF425157,508,Stenochlaena milnei Underw.,Stenochlaena milnei Underw.,173907,in
Stenochlaena_palustris,plastome,MT130594,67331,Stenochlaena palustris (Burm. fil.) Bedd.,Stenochlaena palustris (Burm.f.) Bedd.,32079,in
Stenochlaena_tenuifolia,atpA,JF832142,1743,Stenochlaena tenuifolia (Desv.) T. Moore,Stenochlaena tenuifolia (Desv.) T.Moore,29602,in
Stenochlaena_tenuifolia,atpB,EF463358,1278,Stenochlaena tenuifolia (Desv.) T. Moore,Stenochlaena tenuifolia (Desv.) T.Moore,29602,in
Stenochlaena_tenuifolia,matK,JF832289,1326,Stenochlaena tenuifolia (Desv.) T. Moore,Stenochlaena tenuifolia (Desv.) T.Moore,29602,in
Stenochlaena_tenuifolia,rbcL,EF463163,1308,Stenochlaena tenuifolia (Desv.) T. Moore,Stenochlaena tenuifolia (Desv.) T.Moore,29602,in
Stenogrammitis_delitescens,rbcL,MK319134,1326,Stenogrammitis delitescens (Maxon) Labiak,Stenogrammitis delitescens (Maxon) Labiak,2545975,in
Stenogrammitis_delitescens,trnL-trnF,MK319035,319,Stenogrammitis delitescens (Maxon) Labiak,Stenogrammitis delitescens (Maxon) Labiak,2545975,in
Stenogrammitis_hartii,atpB,GU376583,1260,Stenogrammitis hartii (Jenman) Labiak,Stenogrammitis hartii (Jenman) Labiak,857784,in
Stenogrammitis_hartii,rbcL,GU386985,1270,Stenogrammitis hartii (Jenman) Labiak,Stenogrammitis hartii (Jenman) Labiak,857784,in
Stenogrammitis_hartii,rps4-trnS,GU387057,430,Stenogrammitis hartii (Jenman) Labiak,Stenogrammitis hartii (Jenman) Labiak,857784,in
Stenogrammitis_hartii,trnL-trnF,GU387225,305,Stenogrammitis hartii (Jenman) Labiak,Stenogrammitis hartii (Jenman) Labiak,857784,in
Stenogrammitis_hellwigii,atpB,GU376584,1259,Stenogrammitis hellwigii (Mickel & Beitel) Labiak,Stenogrammitis hellwigii (Mickel & Beitel) Labiak,741025,in
Stenogrammitis_hellwigii,rbcL,GU386990,1270,Stenogrammitis hellwigii (Mickel & Beitel) Labiak,Stenogrammitis hellwigii (Mickel & Beitel) Labiak,741025,in
Stenogrammitis_hellwigii,rps4-trnS,GU387058,402,Stenogrammitis hellwigii (Mickel & Beitel) Labiak,Stenogrammitis hellwigii (Mickel & Beitel) Labiak,741025,in
Stenogrammitis_hellwigii,trnL-trnF,GU387226,304,Stenogrammitis hellwigii (Mickel & Beitel) Labiak,Stenogrammitis hellwigii (Mickel & Beitel) Labiak,741025,in
Stenogrammitis_hildebrandtii,atpB,GU376585,1260,Stenogrammitis hildebrandtii (Hieron.) Labiak,Stenogrammitis hildebrandtii (Hieron.) Labiak,857785,in
Stenogrammitis_hildebrandtii,rbcL,GU386975,1270,Stenogrammitis hildebrandtii (Hieron.) Labiak,Stenogrammitis hildebrandtii (Hieron.) Labiak,857785,in
Stenogrammitis_hildebrandtii,rps4-trnS,GU387059,410,Stenogrammitis hildebrandtii (Hieron.) Labiak,Stenogrammitis hildebrandtii (Hieron.) Labiak,857785,in
Stenogrammitis_hildebrandtii,trnL-trnF,GU387227,303,Stenogrammitis hildebrandtii (Hieron.) Labiak,Stenogrammitis hildebrandtii (Hieron.) Labiak,857785,in
Stenogrammitis_limula,atpB,GU376591,1260,Stenogrammitis limula (Christ) Labiak,Stenogrammitis limula (Christ) Labiak,263106,in
Stenogrammitis_limula,rbcL,GU387023,1270,Stenogrammitis limula (Christ) Labiak,Stenogrammitis limula (Christ) Labiak,263106,in
Stenogrammitis_limula,rps4-trnS,GU387067,422,Stenogrammitis limula (Christ) Labiak,Stenogrammitis limula (Christ) Labiak,263106,in
Stenogrammitis_limula,trnL-trnF,GU387232,279,Stenogrammitis limula (Christ) Labiak,Stenogrammitis limula (Christ) Labiak,263106,in
Stenogrammitis_myosuroides,atpB,GU376595,1260,Stenogrammitis myosuroides (Sw.) Labiak,Stenogrammitis myosuroides (Sw.) Labiak,741029,in
Stenogrammitis_myosuroides,rbcL,GU386971,1270,Stenogrammitis myosuroides (Sw.) Labiak,Stenogrammitis myosuroides (Sw.) Labiak,741029,in
Stenogrammitis_myosuroides,rps4-trnS,GU387072,443,Stenogrammitis myosuroides (Sw.) Labiak,Stenogrammitis myosuroides (Sw.) Labiak,741029,in
Stenogrammitis_myosuroides,trnL-trnF,GU387236,304,Stenogrammitis myosuroides (Sw.) Labiak,Stenogrammitis myosuroides (Sw.) Labiak,741029,in
Stenogrammitis_nutata,rbcL,MK319148,614,Stenogrammitis nutata (Jenman) Labiak,Stenogrammitis nutata (Jenman) Labiak,2545976,in
Stenogrammitis_nutata,trnL-trnF,MK319041,315,Stenogrammitis nutata (Jenman) Labiak,Stenogrammitis nutata (Jenman) Labiak,2545976,in
Stenogrammitis_oosora,atpB,KY711846,1272,Stenogrammitis oosora (Baker) Labiak,Stenogrammitis oosora (Baker) Labiak,857778,in
Stenogrammitis_oosora,rbcL,KY712022,1239,Stenogrammitis oosora (Baker) Labiak,Stenogrammitis oosora (Baker) Labiak,857778,in
Stenogrammitis_oosora,rps4-trnS,KY712338,442,Stenogrammitis oosora (Baker) Labiak,Stenogrammitis oosora (Baker) Labiak,857778,in
Stenogrammitis_oosora,trnL-trnF,KY711671,277,Stenogrammitis oosora (Baker) Labiak,Stenogrammitis oosora (Baker) Labiak,857778,in
Stenogrammitis_prionodes,atpB,GU376605,1230,Stenogrammitis prionodes (Mickel & Beitel) Labiak,Stenogrammitis prionodes (Mickel & Beitel) Labiak,741026,in
Stenogrammitis_prionodes,rbcL,GU386991,1264,Stenogrammitis prionodes (Mickel & Beitel) Labiak,Stenogrammitis prionodes (Mickel & Beitel) Labiak,741026,in
Stenogrammitis_prionodes,rps4-trnS,GU387086,414,Stenogrammitis prionodes (Mickel & Beitel) Labiak,Stenogrammitis prionodes (Mickel & Beitel) Labiak,741026,in
Stenogrammitis_prionodes,trnL-trnF,GU387249,304,Stenogrammitis prionodes (Mickel & Beitel) Labiak,Stenogrammitis prionodes (Mickel & Beitel) Labiak,741026,in
Stenogrammitis_pumila,atpB,GU376608,1260,Stenogrammitis pumila (Labiak) Labiak,Stenogrammitis pumila (Labiak) Labiak,857968,in
Stenogrammitis_pumila,rbcL,GU387022,1270,Stenogrammitis pumila (Labiak) Labiak,Stenogrammitis pumila (Labiak) Labiak,857968,in
Stenogrammitis_pumila,rps4-trnS,GU387089,400,Stenogrammitis pumila (Labiak) Labiak,Stenogrammitis pumila (Labiak) Labiak,857968,in
Stenogrammitis_pumila,trnL-trnF,GU387252,282,Stenogrammitis pumila (Labiak) Labiak,Stenogrammitis pumila (Labiak) Labiak,857968,in
Stenogrammitis_saffordii,atpB,EF178645,1231,Stenogrammitis saffordii (Maxon) Labiak,Stenogrammitis saffordii (Maxon) Labiak,419270,in
Stenogrammitis_saffordii,rbcL,EF178628,1288,Stenogrammitis saffordii (Maxon) Labiak,Stenogrammitis saffordii (Maxon) Labiak,419270,in
Stenogrammitis_saffordii,trnL-trnF,EF178662,318,Stenogrammitis saffordii (Maxon) Labiak,Stenogrammitis saffordii (Maxon) Labiak,419270,in
Stenogrammitis_subcoriacea,atpB,HQ599537,1137,Stenogrammitis subcoriacea (Copel.) Labiak,Stenogrammitis subcoriacea (Copel.) Labiak,419273,in
Stenogrammitis_subcoriacea,rbcL,HQ599529,1255,Stenogrammitis subcoriacea (Copel.) Labiak,Stenogrammitis subcoriacea (Copel.) Labiak,419273,in
Stenogrammitis_subcoriacea,trnL-trnF,HQ599519,288,Stenogrammitis subcoriacea (Copel.) Labiak,Stenogrammitis subcoriacea (Copel.) Labiak,419273,in
Stenogrammitis_wittigiana,atpB,GU376624,1260,Stenogrammitis wittigiana (Fée & Glaz.) Labiak,Stenogrammitis wittigiana (Fee & Glaz. ex Fee) Labiak,857971,in
Stenogrammitis_wittigiana,rbcL,GU386989,1268,Stenogrammitis wittigiana (Fée & Glaz.) Labiak,Stenogrammitis wittigiana (Fee & Glaz. ex Fee) Labiak,857971,in
Stenogrammitis_wittigiana,rps4-trnS,GU387073,443,Stenogrammitis wittigiana (Fée & Glaz.) Labiak,Stenogrammitis wittigiana (Fee & Glaz. ex Fee) Labiak,857971,in
Stenogrammitis_wittigiana,trnL-trnF,GU387269,275,Stenogrammitis wittigiana (Fée & Glaz.) Labiak,Stenogrammitis wittigiana (Fee & Glaz. ex Fee) Labiak,857971,in
Sticherus_bifidus,atpA,EF463737,1506,Sticherus bifidus (Willd.) Ching,Sticherus bifidus (Willd.) Ching,157282,in
Sticherus_bifidus,atpB,EF463447,1183,Sticherus bifidus (Willd.) Ching,Sticherus bifidus (Willd.) Ching,157282,in
Sticherus_bifidus,rbcL,EF463226,1308,Sticherus bifidus (Willd.) Ching,Sticherus bifidus (Willd.) Ching,157282,in
Sticherus_compactus,rbcL,MW138156,1309,Sticherus compactus (Christ) Nakai,Sticherus compactus (Christ) Nakai,2781665,in
Sticherus_cryptocarpus,rbcL,DQ910506,1265,Sticherus cryptocarpus (Hook.) Ching,Sticherus cryptocarpus (Hook.) Ching,411641,in
Sticherus_cryptocarpus,trnL-trnF,DQ910528,786,Sticherus cryptocarpus (Hook.) Ching,Sticherus cryptocarpus (Hook.) Ching,411641,in
Sticherus_cunninghamii,rbcL,DQ910507,1270,Sticherus cunninghamii (Heward ex Hook.) Ching,Sticherus cunninghamii (Hook.) H.St.John,411642,in
Sticherus_cunninghamii,trnL-trnF,DQ910529,889,Sticherus cunninghamii (Heward ex Hook.) Ching,Sticherus cunninghamii (Hook.) H.St.John,411642,in
Sticherus_flabellatus,rbcL,DQ910510,1286,Sticherus flabellatus (R. Br.) H. St. John,Sticherus flabellatus (R.Br.) H.St.John,411643,in
Sticherus_flabellatus,trnL-trnF,DQ910532,887,Sticherus flabellatus (R. Br.) H. St. John,Sticherus flabellatus (R.Br.) H.St.John,411643,in
Sticherus_flagellaris,rbcL,KF992519,1252,Sticherus flagellaris (Bory ex Willd.) Ching,Sticherus flagellaris (Bory ex Willd.) Ching,1521254,in
Sticherus_furcatus,atpA,EF463738,1506,Sticherus furcatus (L.) Ching,Sticherus palmatus (Underw.) Copel.,223812,in
Sticherus_furcatus,atpB,AY612711,1150,Sticherus furcatus (L.) Ching,Sticherus palmatus (Underw.) Copel.,223812,in
Sticherus_furcatus,rbcL,AY612684,1322,Sticherus furcatus (L.) Ching,Sticherus palmatus (Underw.) Copel.,223812,in
Sticherus_furcatus,rps4,AY612673,567,Sticherus furcatus (L.) Ching,Sticherus palmatus (Underw.) Copel.,223812,in
Sticherus_furcatus,rps4-trnS,AY612673,184,Sticherus furcatus (L.) Ching,Sticherus palmatus (Underw.) Copel.,223812,in
Sticherus_hypoleucus,rbcL,MW138151,1309,Sticherus hypoleucus (Sodiro) Copel.,Sticherus hypoleucus (Sodiro) Copel.,2781666,in
Sticherus_owhyhensis,rbcL,MT657783,1309,Sticherus owhyhensis (Hook.) Ching,Sticherus owhyhensis (Hook.) Ching,2853748,in
Sticherus_retroflexus,rbcL,MW138203,1309,Sticherus retroflexus (Bornm. ex Christ) Copel.,Sticherus retroflexus (J.Bommer) Copel.,2781667,in
Sticherus_tahitensis,rbcL,KY099868,1248,Sticherus tahitensis (Copel.) H. St. John,Sticherus tahitensis (Copel.) St.John,2053886,in
Sticherus_tener,trnL-trnF,JX569724,900,Sticherus tener (R. Br.) Ching,Sticherus tener (R.Br.) Ching,1280277,in
Sticherus_truncatus,atpB,GU950642,1069,Sticherus truncatus (Willd.) Nakai,Sticherus laevigatus (Willd.) C.Presl,397686,in
Sticherus_truncatus,matK,KU936570,758,Sticherus truncatus (Willd.) Nakai,Sticherus laevigatus (Willd.) C.Presl,397686,in
Sticherus_truncatus,rbcL,DQ838073,1277,Sticherus truncatus (Willd.) Nakai,Sticherus laevigatus (Willd.) C.Presl,397686,in
Sticherus_truncatus,rps4,KU936700,544,Sticherus truncatus (Willd.) Nakai,Sticherus laevigatus (Willd.) C.Presl,397686,in
Sticherus_truncatus,rps4-trnS,GU950654,242,Sticherus truncatus (Willd.) Nakai,Sticherus laevigatus (Willd.) C.Presl,397686,in
Sticherus_truncatus,trnL-trnF,KU936765,432,Sticherus truncatus (Willd.) Nakai,Sticherus laevigatus (Willd.) C.Presl,397686,in
Sticherus_urceolatus,trnL-trnF,JX569730,900,Sticherus urceolatus M. Garrett & Kantvilas,Sticherus urceolatus M.Garrett & Kantvilas,1280278,in
Stigmatopteris_brevinervis,rbcL,KU521866,1288,Stigmatopteris brevinervis (Fée) R. C. Moran,Stigmatopteris brevinervis,1874205,in
Stigmatopteris_brevinervis,rps4-trnS,KU521899,431,Stigmatopteris brevinervis (Fée) R. C. Moran,Stigmatopteris brevinervis,1874205,in
Stigmatopteris_brevinervis,trnL-trnF,KU521967,299,Stigmatopteris brevinervis (Fée) R. C. Moran,Stigmatopteris brevinervis,1874205,in
Stigmatopteris_bulbifera,rbcL,KU521868,1288,Stigmatopteris bulbifera R. C. Moran,Stigmatopteris bulbifera R.C.Moran,1874206,in
Stigmatopteris_bulbifera,rps4-trnS,KU521901,431,Stigmatopteris bulbifera R. C. Moran,Stigmatopteris bulbifera R.C.Moran,1874206,in
Stigmatopteris_bulbifera,trnL-trnF,KU521969,299,Stigmatopteris bulbifera R. C. Moran,Stigmatopteris bulbifera R.C.Moran,1874206,in
Stigmatopteris_caudata,rbcL,KU521872,1288,Stigmatopteris caudata (Raddi) C. Chr.,Stigmatopteris caudata (Raddi) C.Chr.,1874207,in
Stigmatopteris_caudata,rps4-trnS,KU521905,431,Stigmatopteris caudata (Raddi) C. Chr.,Stigmatopteris caudata (Raddi) C.Chr.,1874207,in
Stigmatopteris_caudata,trnL-trnF,KU521973,299,Stigmatopteris caudata (Raddi) C. Chr.,Stigmatopteris caudata (Raddi) C.Chr.,1874207,in
Stigmatopteris_contracta,rbcL,KU521874,1288,Stigmatopteris contracta (Christ) C. Chr.,Stigmatopteris contracta (Christ) C.Chr.,1874208,in
Stigmatopteris_contracta,rps4-trnS,KU521907,431,Stigmatopteris contracta (Christ) C. Chr.,Stigmatopteris contracta (Christ) C.Chr.,1874208,in
Stigmatopteris_contracta,trnL-trnF,KU521975,299,Stigmatopteris contracta (Christ) C. Chr.,Stigmatopteris contracta (Christ) C.Chr.,1874208,in
Stigmatopteris_heterocarpa,rbcL,KU521875,1288,Stigmatopteris heterocarpa (Fée) Rosenst.,Stigmatopteris heterocarpa (Fee) Rosenst.,1874209,in
Stigmatopteris_heterocarpa,rps4-trnS,KU521908,431,Stigmatopteris heterocarpa (Fée) Rosenst.,Stigmatopteris heterocarpa (Fee) Rosenst.,1874209,in
Stigmatopteris_heterocarpa,trnL-trnF,KU521976,299,Stigmatopteris heterocarpa (Fée) Rosenst.,Stigmatopteris heterocarpa (Fee) Rosenst.,1874209,in
Stigmatopteris_heterophlebia,rbcL,KU521878,1288,Stigmatopteris heterophlebia (Baker) R. C. Moran,Stigmatopteris heterophlebia (Baker) R.C.Moran,1874210,in
Stigmatopteris_heterophlebia,rps4-trnS,KU521911,431,Stigmatopteris heterophlebia (Baker) R. C. Moran,Stigmatopteris heterophlebia (Baker) R.C.Moran,1874210,in
Stigmatopteris_heterophlebia,trnL-trnF,KU521979,299,Stigmatopteris heterophlebia (Baker) R. C. Moran,Stigmatopteris heterophlebia (Baker) R.C.Moran,1874210,in
Stigmatopteris_ichthiosma,rbcL,KU521881,1288,Stigmatopteris ichthiosma (Sodiro) C.Chr.,Stigmatopteris ichthiosma (Sodiro) C.Chr.,1521694,in
Stigmatopteris_ichthiosma,rps4-trnS,KU521914,431,Stigmatopteris ichthiosma (Sodiro) C.Chr.,Stigmatopteris ichthiosma (Sodiro) C.Chr.,1521694,in
Stigmatopteris_ichthiosma,trnL-trnF,KU521982,299,Stigmatopteris ichthiosma (Sodiro) C.Chr.,Stigmatopteris ichthiosma (Sodiro) C.Chr.,1521694,in
Stigmatopteris_jamaicensis,rbcL,KU521884,1288,Stigmatopteris jamaicensis (Desv.) Proctor,Stigmatopteris jamaicensis (Desv.) Proctor,1874211,in
Stigmatopteris_jamaicensis,rps4-trnS,KU521917,431,Stigmatopteris jamaicensis (Desv.) Proctor,Stigmatopteris jamaicensis (Desv.) Proctor,1874211,in
Stigmatopteris_jamaicensis,trnL-trnF,KU521985,299,Stigmatopteris jamaicensis (Desv.) Proctor,Stigmatopteris jamaicensis (Desv.) Proctor,1874211,in
Stigmatopteris_killipiana,rbcL,KJ464505,1308,Stigmatopteris killipiana Lellinger,Stigmatopteris killipiana Lellinger,1521695,in
Stigmatopteris_killipiana,rps4-trnS,KU521918,431,Stigmatopteris killipiana Lellinger,Stigmatopteris killipiana Lellinger,1521695,in
Stigmatopteris_killipiana,trnL-trnF,KU521986,299,Stigmatopteris killipiana Lellinger,Stigmatopteris killipiana Lellinger,1521695,in
Stigmatopteris_lechleri,atpA,EF463728,1506,Stigmatopteris lechleri (Mett.) C. Chr.,Stigmatopteris lechleri (Mett) C.Chr.,449881,in
Stigmatopteris_lechleri,atpB,EF463444,1278,Stigmatopteris lechleri (Mett.) C. Chr.,Stigmatopteris lechleri (Mett) C.Chr.,449881,in
Stigmatopteris_lechleri,rbcL,EF463221,1308,Stigmatopteris lechleri (Mett.) C. Chr.,Stigmatopteris lechleri (Mett) C.Chr.,449881,in
